,No,Initial_Seeds,Mutants,Regex (Mutants),Translated_Mutants,Regex (Translated_Mutants),Translation_Label,Mutants (RTT Translation),LEVEN,DFA,SBERT,BW_Label
228,229.0,lines not having the string <M0> or numbers in front of a lower-case letter,rows not having the string <M0> or numbers in front of a lower-case letter,~ ( ( ( <M0> ) | ( [ <NUM> ] ) + ) . * ( [ <LOW> ] ) . * ),没有字符串<M0>或小写字母前面的数字的行,( ~ ( <M0> ) ) | ( ( [ <NUM> ] ) + . * [ <LET> ] ) + . *,correct,lines without the string <M0> or numbers before lowercase letters,0.55,-1.0,0.9026764209999999,correct
229,230.0,lines composed of an upper case letter before characters,rows composed of an upper case letter before characters,. * ( [ <CAP> ] ) . * ( . ) + . * . *,在字符前由大写字母组成的行,( . * [ <LET> ] . * ) . * ( <M0> ) . *,correct,a line consisting of uppercase letters before the character,0.46666666700000003,2.0428549999999998e-06,0.914933454,correct
230,231.0,lines starting with words that have a capitalized letter followed by a character,the line starts with words that have a capitalized letter followed by a character,( \ b [ <CAP> ] . * . . * \ b ) ( . * ),该行以带有大写字母的单词开头，后跟一个字符,( \ b [ <LET> ] . * . . * \ b ) ( . * ),correct,"the line starts with a word with capital letters , followed by a character",0.9285714290000001,0.0,0.977440702,correct
231,232.0,lines starting with words that have a capitalized letter followed by a character,the line begins with words that have a capitalized letter followed by a character,( \ b [ <CAP> ] . * . . * \ b ) ( . * ),该行以带有大写字母的单词开头，后跟一个字符,( \ b [ <LET> ] . * . . * \ b ) ( . * ),correct,"the line starts with a word with capital letters , followed by a character",0.9285714290000001,0.0,0.9689697909999999,correct
232,233.0,lines with a number before a vowel or the string <M0>,lines with numbers before a vowel or the string <M0>,( [ <NUM> ] ) + . * ( ( [ <VOW> ] ) | ( <M0> ) ) . *,元音前的数字或字符串<M0>,( ( [ <NUM> ] ) . * ( [ <NUM> ] ) . * ) | ( ( . ) . * ( [ <VOW> ] ) . * ),correct,number or string before the vowel <M0>,0.48,0.07674,0.924289785,correct
233,234.0,"lines having either a lower-case letter , a vowel , or a capital letter before a character","lines having either a lower-case letter , a vowel , or a capital letter in front of a character",( ( [ <LOW> ] ) | ( [ <VOW> ] ) | ( [ <CAP> ] ) ) . * ( . ) . *,字符前面有小写字母，元音或大写字母的行,( ( . ) | ( [ <VOW> ] ) | ( [ <LET> ] ) ) . * ( <M0> ) . *,correct,"a line with a lowercase , vowel , or uppercase letter before the character",0.85,0.0182245,0.9156887509999999,correct
234,235.0,"lines having either a lower-case letter , a vowel , or a capital letter before a character","lines having either a lower case letter , a vowel , or a capital letter before a character",( ( [ <LOW> ] ) | ( [ <VOW> ] ) | ( [ <CAP> ] ) ) . * ( . ) . *,字符前有小写字母，元音或大写字母的行,( ( [ <LET> ] ) + | ( [ <VOW> ] ) + ) . * ( . ) + . *,correct,"lines with lowercase letters , vowels or uppercase letters before the characters",0.65,0.46432,0.8927762579999999,correct
235,236.0,lines ending with an upper case letter or not the string <M0>,strings ending with an upper case letter or not the string <M0>,( ( . * ) ( [ <CAP> ] ) ) | ( ~ ( <M0> ) ),以大写字母结尾的字符串或不是字符串<M0>,( ( . * ) ( [ <CAP> ] ) ) | ( ~ ( <M0> ) ),correct,a string ending in a capital letter or not a string <M0>,1.0,1.0,0.900921203,correct
236,237.0,lines ending with an upper case letter or not the string <M0>,the line ends with an upper case letter or not the string <M0>,( ( . * ) ( [ <CAP> ] ) ) | ( ~ ( <M0> ) ),该行以大写字母结尾或不是字符串<M0>,( ( . * ) ( [ <CAP> ] ) ) | ( ~ ( <M0> ) ),correct,the line ends with a capital letter or is not a string <M0>,1.0,1.0,0.891297242,correct
237,238.0,"lines with a letter or a lower-case letter , greater than or equal to 2 times","strings with a letter or a lower-case letter , greater than or equal to 2 times","( ( [ <LET> ] ) | ( [ <LOW> ] ) ) { 2 , }",字母或小写字母大于或等于2倍的字符串,"( ( . * [ <LET> ] . * ) | ( [ <LET> ] ) ) { 2 , }",correct,a string of letters or lowercase letters greater than or equal to 2 times,0.642857143,0.186666,0.9638662090000001,correct
238,239.0,lines arranged with words that have the string <M0> then the string <M1> at least once,strings arranged with words that have the string <M0> then the string <M1> at least once,( \ b <M0> . * <M1> . * \ b ) +,至少包含一次包含单词<M0>然后字符串<M1>的单词的字符串,( . * <M0> . * ) & ( . * <M1> . * ),bug,a string containing words containing the word <M0> and then the string <M1> at least once,0.4,-1.0,0.93338653,correct
239,240.0,"lines with a character followed by a vowel , 2 or more times","strings with a character followed by a vowel , 2 or more times","( . . * [ <VOW> ] . * ) { 2 , }",字符后跟元音的字符串，两次或更多次,"( . * . . * ) { 2 , }",correct,"a string of characters followed by vowels , two or more times",0.7777777779999999,0.402786,0.938664438,correct
240,241.0,"lines composed of letters then the string <M0> , 7 or more times","lines composed of letters then the string <M0> , 7 or more times in total",". * ( [ <LET> ] . * <M0> . * ) { 7 , } . *",由字母和字符串<M0>组成的行，总共7次或更多次,"( . * ( [ <LET> ] ) + & ( <M0> ) . * ) { 7 , }",bug,"a line consisting of letters and string <M0> , a total of 7 or more times",0.46666666700000003,0.0,0.962966964,correct
241,242.0,"strings with a lowercase letter , no more than 6 times","strings with a lowercase letter , no more than six times","( [ <LOW> ] ) { , 6 }",带有小写字母的字符串，最多不超过六次,"( . * ) ( ( [ <LET> ] ) + { 6 , } )",correct,"string with lowercase letters , no more than six times",0.181818182,False,0.9898805479999999,correct
242,243.0,the line starts with a vowel or containing the string <M0>,the line starts with a vowel or using the string <M0>,( ( [ <VOW> ] ) ( . * ) ) | ( . * <M0> . * ),该行以元音或使用字符串<M0>开头,( ( [ <VOW> ] ) | ( <M0> ) ) ( . * ),correct,the line starts with a vowel or the string <M0>,0.588235294,0.0156,0.977774668,correct
243,244.0,the line starts with a vowel or containing the string <M0>,the line starts with vowels or containing the string <M0>,( ( [ <VOW> ] ) + ( . * ) ) | ( . * <M0> . * ),该行以元音开头或包含字符串<M0>,( ( [ <VOW> ] ) ( . * ) ) | ( . * <M0> . * ),correct,the line starts with a vowel or contains the string <M0>,0.944444444,1.0,0.9665624209999999,correct
244,245.0,"lines ending with the string <M0> followed by a character , up to 3 times","rows ending with the string <M0> followed by a character , up to 3 times","( ( . * ) ( <M0> . * . . * ) ) { , 3 }",以字符串<M0>结尾且后跟一个字符的行，最多3次,"( ( . * ) ( <M0> . * . . * ) ) { , 3 }",correct,"lines ending with the string <M0> followed by one character , up to 3 times",1.0,1.0,0.962535303,correct
245,246.0,"lines ending with the string <M0> followed by a character , up to 3 times","strings ending with the string <M0> followed by a character , up to 3 times","( ( . * ) ( <M0> . * . . * ) ) { , 3 }",以字符串<M0>结尾的字符串，后跟一个字符，最多3次,"( . * ) ( ( <M0> . * . . * ) { , 3 } )",correct,"a string ending with the string <M0> , followed by a character , up to 3 times",0.7333333329999999,1.0,0.9911519390000001,correct
246,247.0,lines are not a word that has the string <M0> followed by a numeric character,strings are not a word that has the string <M0> followed by a numeric character,~ ( \ b <M0> . * [ <NUM> ] . * \ b ),字符串不是包含字符串<M0>后跟数字字符的单词,~ ( <M0> . * [ <NUM> ] . * . * ),correct,the string is not a word containing the string <M0> followed by numeric characters,0.727272727,-1.0,0.9739403109999999,correct
247,248.0,lines are not a word that has the string <M0> followed by a numeric character,rows are not a word that has the string <M0> followed by a numeric character,~ ( \ b <M0> . * [ <NUM> ] . * \ b ),行不是包含字符串<M0>后跟数字字符的单词,~ ( \ b <M0> . * [ <NUM> ] . * \ b ),correct,the line is not a word that contains the string <M0> followed by numeric characters,1.0,1.0,0.932893573,correct
248,249.0,"lines arranged with vowels or the string <M0> , up to 7 times in total","rows arranged with vowels or the string <M0> , up to 7 times in total","( ( [ <VOW> ] ) + | ( <M0> ) ) { , 7 }",用元音或字符串<M0>排列的行，总共最多7次,"( ( [ <VOW> ] ) + | ( <M0> ) ) { , 7 }",correct,"lines arranged with vowels or string <M0> , a total of up to 7 times",1.0,1.0,0.9704618740000001,correct
249,250.0,"lines arranged with vowels or the string <M0> , up to 7 times in total","lines arranged with vowels or the string <M0> , up to seven times in total","( ( [ <VOW> ] ) + | ( <M0> ) ) { , 7 }",用元音或字符串<M0>排列的行，总共最多七次,"( ( [ <VOW> ] ) + | ( <M0> ) ) { 7 , }",correct,"lines arranged with vowels or string <M0> , a total of up to seven times",0.9090909090000001,0.9909,0.9948495190000001,correct
250,251.0,lines starting with the string <M0> or a vowel,rows starting with the string <M0> or a vowel,( ( <M0> ) | ( [ <VOW> ] ) ) ( . * ),以字符串<M0>或元音开头的行,( ( <M0> ) | ( [ <VOW> ] ) ) ( . * ),correct,line starting with the string <M0> or vowel,1.0,1.0,0.9563375340000001,correct
251,252.0,lines starting with the string <M0> or a vowel,strings starting with the string <M0> or a vowel,( ( <M0> ) | ( [ <VOW> ] ) ) ( . * ),以字符串<M0>或元音开头的字符串,( ( <M0> ) | ( [ <VOW> ] ) ) ( . * ),correct,a string beginning with the string <M0> or a vowel,1.0,1.0,0.985200234,correct
252,253.0,"lines not having a lower-case letter , not a capital letter , and not the string <M0>","lines not having a lower-case letter , not a capitalized letter , and not the string <M0>",~ ( ( [ <LOW> ] ) & ( [ <CAP> ] ) & ( <M0> ) ),行没有小写字母，大写字母和字符串<M0>,\ b ( ( [ <LET> ] ) + & ( [ <LET> ] ) + ) & ( <M0> ) \ b,correct,"the line has no lowercase letters , uppercase letters and string <M0>",0.588235294,1.0,0.9417368759999999,correct
253,254.0,"lines not having a lower-case letter , not a capital letter , and not the string <M0>","strings not having a lower-case letter , not a capital letter , and not the string <M0>",~ ( ( [ <LOW> ] ) & ( [ <CAP> ] ) & ( <M0> ) ),不包含小写字母，大写字母和字符串<M0>的字符串,. * ( ~ ( ( [ <LET> ] ) + & ( [ <LET> ] ) + ) ),correct,"a string that does not contain lowercase letters , uppercase letters and the string <M0>",0.4375,0.0,0.9209747779999999,correct
254,255.0,"lines with an uppercase letter , zero or more times in front of a digit","lines with an uppercase letter , zero or more times in total in front of a digit",( ( [ <CAP> ] ) * ) . * ( [ <NUM> ] ) . *,大写字母的行，在数字前总共零次或多次,. * ( ( [ <LET> ] ) + | ( [ <NUM> ] ) ) . * ( [ <NUM> ] ) . * . *,bug,"lines of uppercase letters , a total of zero or more times before the number",0.523809524,0.361814,0.966343405,correct
255,256.0,"lines with an uppercase letter , zero or more times in front of a digit","lines with an uppercase letter , 0 or more times in front of a digit",( ( [ <CAP> ] ) * ) . * ( [ <NUM> ] ) . *,大写字母的行，在数字前0次或多次,. * ( ( [ <LET> ] ) + * ) . * ( [ <NUM> ] ) . * . *,bug,"lines of capital letters , 0 or more times before the number",0.666666667,False,0.90994182,correct
256,257.0,"lines ending with the string <M0> followed by a character , up to 3 times","lines ending with the string <M0> then a character , up to 3 times","( ( . * ) ( <M0> . * . . * ) ) { , 3 }",以字符串<M0>结尾的行，然后是一个字符，最多3次,"( . * ) ( ( <M0> . * . . * ) { , 3 } )",correct,"the line ending with the string <M0> , then one character , up to 3 times",0.7333333329999999,1.0,0.984347595,correct
257,258.0,"lines ending with the string <M0> followed by a character , up to 3 times","lines ending with the string <M0> followed by characters , up to 3 times","( ( . * ) ( <M0> . * . . * ) ) { , 3 }",以字符串<M0>结尾的行，其后是个字符，最多3次,"( . * ) ( ( <M0> . * . . * ) { , 3 } )",correct,"the line ending with the string <M0> , followed by characters , up to 3 times",0.7333333329999999,1.0,0.9930784509999999,correct
258,259.0,"lines arranged with a number or a lower-case letter , up to 3 times in total","lines arranged with numbers or a lower-case letter , up to 3 times in total","( ( [ <NUM> ] ) + | ( [ <LOW> ] ) ) { , 3 }",以数字或小写字母排列的行，总共最多3次,"( ( [ <NUM> ] ) + | ( [ <LET> ] ) ) { , 3 }",correct,"lines arranged in numbers or lowercase letters , up to 3 times in total",0.9090909090000001,0.5873,0.979417871,correct
259,260.0,"lines arranged with a number or a lower-case letter , up to 3 times in total","lines arranged with a digit or a lower-case letter , up to 3 times in total","( ( [ <NUM> ] ) | ( [ <LOW> ] ) ) { , 3 }",以数字或小写字母排列的行，总共最多3次,"( ( [ <NUM> ] ) + | ( [ <LET> ] ) ) { , 3 }",correct,"lines arranged in numbers or lowercase letters , up to 3 times in total",0.818181818,0.5873,0.97087656,correct
260,261.0,"lines not having an upper case letter , not a letter , and not a character","lines not having an upper case letter , not letters , and not a character",~ ( ( [ <CAP> ] ) &( [ <LET> ] ) + & ( . ) ),没有大写字母，不是字母和字符的行,( [ <LET> ] ) & ( [ <LET> ] ) + & ( [ <LET> ] ) + & ( . ),correct,"no capital letters , not letters and character lines",0.588235294,0.0,0.8629146590000001,correct
261,262.0,"lines not having an upper case letter , not a letter , and not a character","lines not having an upper case letter , not lettered words , and not a character",~ ( ( [ <CAP> ] ) &( [ <LET> ] ) + & ( . ) ),没有大写字母，没有字母的单词和字符的行,( ( [ <LET> ] ) + & ( [ <LET> ] ) ) & ( . ),correct,"no capital letters , no letter words and character lines",0.666666667,0.0,0.8511364640000001,correct
262,263.0,lines not ending with a letter and not a lower-case letter,lines not ending with a letter nor a lower-case letter,~ ( ( ( . * ) ( [ <LET> ] ) ) & ( [ <LOW> ] ) ),行不以字母或小写字母结尾,~ ( ( . * ) ( ( [ <LET> ] ) | ( [ <LOW> ] ) ) ),correct,the line does not end with a letter or lowercase letter,0.6875,7.636619999999999e-06,0.944764223,correct
263,264.0,lines not ending with a letter and not a lower-case letter,lines not ending with lettered words and not a lower-case letter,~ ( ( ( . * )( [ <LET> ] ) + ) & ( [ <LOW> ] ) ),行不以字母单词而不是小写字母结尾,~ ( ( . * ) ( ( [ <LET> ] ) + ) ),correct,the line does not end in a letter word instead of a lowercase letter,0.647058824,7.630558999999999e-06,0.91186451,correct
264,265.0,lines consisting of the string <M0>,rows consisting of the string <M0>,. * <M0> . *,由字符串<M0>组成的行,. * <M0> . *,correct,line consisting of the string <M0>,1.0,1.0,0.94228174,correct
265,266.0,lines consisting of the string <M0>,strings consisting of the string <M0>,. * <M0> . *,由字符串<M0>组成的字符串,. * <M0> . *,correct,string composed of string <M0>,1.0,1.0,0.9788152040000001,correct
266,267.0,"lines arranged with the string <M0> before a string that is not a vowel , 2 or more times","lines arranged with the string <M0> in front of a string that is not a vowel , 2 or more times","( <M0> ) . * ( ~ ( ( [ <VOW> ] ) { 2 , } ) ) . *",在不是元音的字符串前面以字符串<M0>排列的行2次或更多次,( . * ) ( ( [ <VOW> ] ) & ( [ <VOW> ] ) ) . *,correct,2 or more lines arranged in the string <M0> before the string that is not a vowel,0.5625,0.0,0.9364852290000001,correct
267,268.0,"lines arranged with the string <M0> before a string that is not a vowel , 2 or more times","lines arranged with the string <M0> before a string that is not a vowel , 2 or more consecutive times","( <M0> ) . * ( ~ ( ( [ <VOW> ] ) { 2 , } ) ) . *",在不是元音的字符串之前用字符串<M0>排列的行，连续两次或更多次,"( <M0> ) . * ( ~ ( ( [ <VOW> ] ) { 2 , } ) ) . *",correct,"lines arranged with the string <M0> before a string that is not a vowel , two or more consecutive times",1.0,1.0,0.985980237,correct
268,269.0,lines with the string <M0> at least once or containing a capital letter,rows with the string <M0> at least once or containing a capital letter,( ( <M0> ) + ) | ( . * [ <CAP> ] . * ),字符串<M0>至少一次或包含大写字母的行,+ ( [ <LET> ] ) + | ( ( [ <LET> ] ) + . * ( [ <LET> ] ) + . * ),bug,string <M0> at least once or a line containing uppercase letters,0.45,False,0.89514365,correct
269,270.0,rows not having a lower-case letter,rows not having a lower case letter,~ ( [ <LOW> ] ),没有小写字母的行,~ ( [ <LET> ] ) +,correct,lines without lowercase letters,0.6,0.9996,0.74162159,correct
270,271.0,rows not having a lower-case letter,rows not having a lowercase letter,~ ( [ <LOW> ] ),没有小写字母的行,~ ( [ <LET> ] ) +,correct,lines without lowercase letters,0.6,0.9996,0.78404818,correct
271,272.0,"strings with vowels in front of the string <M0> , up to 7 times","strings with vowels in front of the string <M0> , up to seven times","( [ <VOW> ] ) + . * ( ( <M0> ) { , 7 } ) . *",字符串<M0>前面带有元音的字符串，最多七次,"( ( [ <VOW> ] ) { 7 , } ) . * ( ( <M0> ) { 7 , } ) . *",correct,"string with a vowel in front of the string <M0> , up to seven times",0.75,-1.0,0.96739746,correct
272,273.0,"lines containing a vowel or lettered words , no more than 6 times","lines containing a vowel or lettered words , no more than six times",". * ( ( [ <VOW> ] ) |( [ <LET> ] ) + ) { , 6 } . *",包含元音或字母单词的行，最多不超过6次,". * ( ( [ <VOW> ] ) + | ( [ <LET> ] ) + ) { , 6 } . *",correct,"lines containing vowels or letter words , no more than 6 times",0.9375,1.0,0.982585844,correct
273,274.0,"strings not having a vowel , letters , or characters","strings not having vowels , letters , or characters",~ ( ( [ <VOW> ] ) + |( [ <LET> ] ) + | ( . ) + ),没有元音，字母或字符的字符串,~ ( ( [ <VOW> ] ) + | ( [ <VOW> ] ) + ),correct,"string without vowels , letters or characters",0.647058824,1.0,0.9255586929999999,correct
274,275.0,rows with words that don't have a vowel at least once,rows with words that don't have a vowel at least one time,\ b ~ ( ( [ <VOW> ] ) + ) \ b,至少一次没有元音的单词的行,. * ~ ( ( [ <VOW> ] ) + + ) \ b,bug,lines of words without vowels at least once,0.727272727,False,0.8517274640000001,correct
275,276.0,rows with words that don't have a vowel at least once,rows with words that don't have vowels at least once,\ b ~ ( ( [ <VOW> ] ) + + ) \ b,行中至少有一次没有元音的单词,~ ( ( [ <VOW> ] ) + + ) & ( ( [ <VOW> ] ) + + ),correct,words without vowels at least once in the line,0.4375,False,0.907750845,correct
276,277.0,"lines not containing only the string <M0> , greater than or equal to 0 times","strings not containing only the string <M0> , greater than or equal to 0 times",~ ( ( <M0> ) * ),不只包含字符串<M0>的字符串，大于或等于0次,~ ( ( <M0> ) * ),correct,"strings not only containing the string <M0> , greater than or equal to 0 times",1.0,1.0,0.999264693,correct
277,278.0,"rows with the string <M0> or ending with the string <M1> , six or more times","rows with the string <M0> or ending with the string <M1> , six or more consecutive times","( ( <M0> ) | ( ( . * ) ( <M1> ) ) ) { 6 , }",连续六次或更多次以字符串<M0>或以字符串<M1>结尾的行,"( . * ) ( ( ( <M0> ) | ( [ <LET> ] ) ) { 6 , } )",correct,lines ending with the string <M0> or string <M1> six or more consecutive times,0.4375,0.0156,0.972865174,correct
278,279.0,"rows not having a digit , not a vowel , and not a capitalized letter","rows not having a digit , not a vowel , and not a capitalizedized letter",~ ( ( [ <NUM> ] ) & ( [ <VOW> ] ) & ( [ <CAP> ] ) ),没有数字，元音和大写字母的行,~ ( ( [ <NUM> ] ) + & ( [ <NUM> ] ) + ) & ( [ <LET> ] ) +,correct,"lines without numbers , vowels and capital letters",0.647058824,0.0,0.7962856540000001,correct
279,280.0,"rows not having a digit , not a vowel , and not a capitalized letter","rows not having a digit , not a vowel , and not an upper caseized letter",~ ( ( [ <NUM> ] ) & ( [ <VOW> ] ) & ( [ <CAP> ] ) ),没有数字，元音和大写字母的行,~ ( ( [ <NUM> ] ) + & ( [ <NUM> ] ) + ) & ( [ <LET> ] ) +,correct,"lines without numbers , vowels and capital letters",0.647058824,0.0,0.7357167020000001,correct
280,281.0,rows with a character followed by letters,rows with a character then letters,. . * [ <LET> ] . *,带有字符然后字母的行,( . ) + . * ( . * [ <LET> ] . * ) . *,correct,lines with characters and then letters,0.4,1.0,0.8898633909999999,correct
281,282.0,rows with a character followed by letters,rows with characters followed by letters,. . * [ <LET> ] . *,字符后跟字母的行,. * . . * [ <LET> ] . * . *,bug,line of characters followed by letters,0.6,1.0,0.9118067190000001,correct
282,,,,,,,,,,,,
